Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
26/07/2021 20:38:12,Male,27,Malaysian,Malaysia,Kuala Lumpur,"Bandar Tasik Permaisuri, Cheras",Undergraduate Degree,Bachelor of Technology (Hons) Information Communication & Technology,Universiti Teknologi PETRONAS,Yes,No,No,,,Senior System Analyst,MYR,4500,3-8 Months Performance Bonus,0,25,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement, House Allowance/Subsidi",".NET, Angular, Mssql, Firebase, Aws, Windows Server, Team Foundation Server, GitLab",Kuala Lumpur,Financial Services,">10,000employees",51 - 200 people,Employee Provident Fund,8,5,2,3200,
26/07/2021 20:38:48,Female,26,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Computer Science (Software Development) ,UTeM,Yes,No,No,,,Senior Software Engineer,MYR,4950,5000,,20,"Health Insurance, Maternity Leave, Paternity Leave, Free Breakfast, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Phone Bill Reimbursement","Java, Spring, Angular","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,2 - 10 people,,5,3,1,3600,
26/07/2021 20:40:30,Male,24,Malaysian,Malaysia,Selangor,Setia Alam,Undergraduate Degree,Bachelor of Computer Science (Honours),Multimedia University,Yes,No,No,,,Data Scientist,MYR,3640,0,0,14,"Gym/Wellness Reimbursement, Employee Discount, Transport Allowance","Python, AWS, ML, DL",Malaysia,"Industrials (Manufacturing, Construction, etc.)",">10,000employees",11 - 50 people,,3,1,0,3400,
26/07/2021 20:41:23,Male,24,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Computer Science,Monash university malaysia,Yes,No,No,,,Data Scientist,MYR,4000,10000,0,16,"Health Insurance, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop","Python, Django, Flask, Vue, Quasar, AWS","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",11 - 50 people,,3,2,0,3200,
26/07/2021 20:43:22,Male,31,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Computer Science,Universiti Putra Malaysia,Yes,No,No,,,Software developer,MYR,6046,6046,0,19,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Remote Work, Company Laptop","node.js, react.js, typescript, postgresql, python","Selangor, Malaysia",Financial Services,51-200 employees,51 - 200 people,,5,6,2,2500,
26/07/2021 20:43:36,Male,24,Malaysian,Malaysia,Penang,George town,Undergraduate Degree,Bachelor in Business Computing,Management and Science university college,Yes,No,No,,,Software engineer,MYR,2500,0,0,16,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Transport Allowance",Hp prodesk,Penang,"Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,7,1,0,2500,
26/07/2021 20:43:53,Female,25,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Bachelor (Hons) of Information Technology,Universiti Teknologi PETRONAS,Yes,No,No,,,Java Developer,MYR,3000,0,0,20,"Health Insurance, Maternity Leave, Paternity Leave, Employee Discount",Computer,"Selangor, Malaysia",Retail / ecommerce,201-1000 employees,11 - 50 people,,4,2,0,2800,
26/07/2021 20:44:02,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,BSc. (Hons) Economics & Management,University of London,No,No,Yes,,AWS Solutions Architect,Product Manager,MYR,7750,0,0,14,"Health Insurance, Vacation/Personal Days, Learning and Development, Transport Allowance, Company Laptop","Python, Docker, Spark, Jupyter, Excel, Jira, Confluence ",Kuala Lumpur,"Transport, Logistics",11-50 employees,11 - 50 people,,7,4,3,3200,
26/07/2021 20:44:03,Male,26,Malaysian,Malaysia,Selangor,Damansara Perdana,Undergraduate Degree,BSc in Computer Science (Software Engineering),University Malaysia Sarawak,Yes,No,Yes,,AWS - Solution Architect Associate,Software Engineer,MYR,7200,2 months,0,18,"Health Insurance, Dental Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement, Relocation Bonus","React, Nodejs, Java, Python","Kuala Lumpur, MY","Data Infrastructure, Telecom",11-50 employees,2 - 10 people,Alegion,9,1 year 6 month,3,3500,
26/07/2021 20:44:18,Male,25,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor's in Business Information Systems,Galway Mayo Institute of Technology,Yes,Yes,No,Apple Developer Academy,,iOS Developer,MYR,4500,0,0,14,"Learning and Development, Company Laptop","Xcode, Swift","Selangor, Malaysia",Smart Home and alarms,11-50 employees,2 - 10 people,,3,1,1,4500,
26/07/2021 20:44:24,Male,29,Malaysian,Malaysia,Selangor,Kuala Lumpur ,Masters Degree,MSc in Chemical Engineering ,University of Nottingham ,No,No,No,,Practitioner in Deep Learning for Java,Full stack developer ,MYR,5500,0,0,10,"Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop","React, Nextjs, Express, MongoDB, GCP, Nodejs","Selangor, Malaysia ",Insurance ,51-200 employees,2 - 10 people,Bjak.com,3,5,1,3500,
26/07/2021 20:44:37,Male,31,Malaysian,Malaysia,Wilayah Persekutuan KL,Sentul,Undergraduate Degree,Bachelor of Computer Science,UNIMAS,Yes,No,No,,,Senior Application Developer,MYR,12300,0,0,22,"Health Insurance, Life Insurance, Dental Insurance, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Employee Discount, Company Laptop, Phone Bill Reimbursement","Nodejs, aws, python","Selangor, Malaysia ",Entertainment,"1,001-10,000 employees",11 - 50 people,,8,7,4,2600,
26/07/2021 20:44:58,Male,23,Malaysian,Malaysia,Penang,Georgetown,Undergraduate Degree,Bachelor of Computer Science,Asia Pacific University,Yes,Yes,No,CDLE,,Junior Deep Learning Engineer,MYR,4000,0,0,12,"Health Insurance, Vacation/Personal Days, Transport Allowance",Python ,"Georgetown, Penang",Tech,51-200 employees,2 - 10 people,,8,0.7,0,4000,
26/07/2021 20:46:54,Male,25,Malaysian,Malaysia,,Kuala Lumpur ,Undergraduate Degree,Computer science ,,Yes,No,No,,,Full Stack developers ,MYR,8000,,,16,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Breakfast, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Tuition Reimbursement, Company Laptop","C#, ReactJs","KL, Malaysia ",Games,11-50 employees,11 - 50 people,,8,6,2,4000,
26/07/2021 20:46:59,Male,22,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,BSc in software engineering,Asia Pacific University,Yes,No,No,,,IT Specialist,MYR,5400,0,0,21,"Health Insurance, Free Breakfast, Free Snacks, Free Drinks, Remote Work, Employee Discount","Java, C#, .NET, Spring boot, Ms sql, Svn","Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,iFAST Capital Sdn Bhd,9,0,1,2800,
26/07/2021 20:47:49,Female,31,Malaysian,Malaysia,WPKL,Sentul,Undergraduate Degree,Bachelor of Computer Science,Unitar,Yes,No,No,,,Senior Application Developer,MYR,7500,0.5,0,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Employee Discount","Jsp, .Net","WPKL, Malaysia ",Insurance Software House,"1,001-10,000 employees",11 - 50 people,,6,8,0,2800,
26/07/2021 20:47:57,Male,24,Malaysian,Malaysia,Selangor,Kota Damansara,Undergraduate Degree,Bsc of Compute Science,Universiti Malaysia Pahang,Yes,No,Yes,,CCNA,Junior Software Developer,MYR,3300,0,0,14,"Health Insurance, Dental Insurance, Free Snacks, Free Drinks, Remote Work","Laravel,Vuejs,TailwindCSS",Kota Damansara,Retail / ecommerce,11-50 employees,2 - 10 people,,7,1,3,3300,
26/07/2021 20:48:17,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Bachelor of Computer Science,RMIT University ,Yes,No,No,,,Tech Lead,MYR,7200,,,21,"Health Insurance, Gym/Wellness Reimbursement, Transport Allowance, Phone Bill Reimbursement","Java, aungular","Selangor, Malaysia",Financial Services,51-200 employees,11 - 50 people,,7,5,1,3000,
26/07/2021 20:48:33,Male,26,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Engineering,UPM,Yes,No,No,,,Data Engineer,MYR,9000,0,0,20,"Health Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Lunch, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop",AWS,"Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,51 - 200 people,MoneyLion ,8,3,3,3000,
26/07/2021 20:49:16,Female,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Economics,NTU,No,Yes,No,Full stack web development - NEXT Academy,,Junior Software Engineer,MYR,3200,0,RM1200,20,"Health Insurance, Learning and Development, Company Laptop",Django,"KL, Malaysia",Financial Services,1-10 employees,2 - 10 people,,8,0,0,3200,
26/07/2021 20:49:17,Male,24,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Bachelor of Computer Science,University of Nottingham Malaysia Campus,Yes,No,No,,,Product Lead,MYR,3700,0,0,12,KWSP,"Nodejs, React, AWS","Kuala Lumpur, Malaysia","Transport, Logistics",1-10 employees,2 - 10 people,,7,1,0,3000,
26/07/2021 20:49:27,Male,25,Malaysian,Malaysia,Selangor,,Undergraduate Degree,Bachelor of Computer Science (Hons),Universiti Tunku Abdul Rahman (UTAR),Yes,No,No,,,Network Technology Engineer,MYR,4800,1000,0,16,"Health Insurance, Maternity Leave, Paternity Leave, Free Drinks, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement","Python, JavaScript, Jquery, Bootstrap, HTML, CSS, Selenium","Kuala Lumpur, Malaysia","Data Infrastructure, Telecom",">10,000employees",2 - 10 people,Huawei Technologies (Malaysia),9,1,0,4000,
26/07/2021 20:49:42,Male,30,Malaysian,Malaysia,Selangor,Selangor,Undergraduate Degree,Bachelor of Software Engineering,,Yes,No,No,,,Senior software engineer,MYR,16000,28800,,16,"Health Insurance, Life Insurance, Dental Insurance, Learning and Development, Transport Allowance, Company Laptop","aws, javascript, graphql, PostgreSQL ","Kuala Lumpur, Malaysia","Media, Creative Industries",201-1000 employees,11 - 50 people,,8,7,5,2800,
26/07/2021 20:49:51,Male,24,Malaysian,Malaysia,Selangor,Bandar Utama,Undergraduate Degree,Bachelor of Computer Science,Monash University,Yes,No,No,,,Software Delivery,MYR,5150,0,0,14,"Health Insurance, Remote Work, Transport Allowance, Company Laptop, Phone Bill Reimbursement","Linux, Shell, Python, SQL","Kuala Lumpur, Malaysia","Data Infrastructure, Telecom","1,001-10,000 employees",2 - 10 people,,6,2.5,1,4500,
26/07/2021 20:50:12,Female,36,Indonesian,Malaysia,Selangor ,,Undergraduate Degree,Bachelor of Electrical engineering ,Institut teknologi sepuluh november,N/A,No,Yes,,PCAP,Web Developer,USD,1348,USD1348,,15,"Employee Assistance Program, Maternity Leave, Remote Work","Django, Docker, GIS, AWS, Backbone",South Africa,Consultant ,11-50 employees,2 - 10 people,,8,10,5,620,
26/07/2021 20:50:21,Male,23,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science (Software Engineering),UNITEN,Yes,No,No,,,Junior software developer,MYR,3600,0,0,12,"Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Learning and Development, Company Laptop","Kubernetes, GCP, AWS, PHP, Mariadb","Selangor, Malaysia","Media, Creative Industries",11-50 employees,2 - 10 people,,8,Fresh Graduate,0,3000,
26/07/2021 20:51:04,Female,24,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Computer Science major in Data Science,MMU,Yes,No,No,,,Data Scientist ,MYR,3640,0,2000,14,"Life Insurance, Maternity Leave, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop","RPA, Django, Bootstrap, AWS","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",11 - 50 people,,2,1,1,3400,
26/07/2021 20:53:41,Male,38,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Engineering,Sheffield,No,No,No,,,Solution architect,MYR,10000,10000,0,14,Remote Work,Cloud erp,Selangor,"Professional Services (Law, Consulting, etc.)",1-10 employees,2 - 10 people,,8,15,3,2500,
26/07/2021 20:53:44,Male,23,Malaysian,United States,California,San Francisco,Undergraduate Degree,BS Computer science ,USC,Yes,No,No,,,Software Engineer,USD,10500,30000,40000,15,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones, Immigration Assistance, Relocation Bonus",C++,"CA, US","Media, Creative Industries",">10,000employees",2 - 10 people,,8,1,0,15000,
26/07/2021 21:01:35,Male,31,Malaysian,Malaysia,Kuala Lumpur ,Kuala Lumpur ,Masters Degree,Master of Engineering for Electromechanical Engineer,University of Southampton,Yes,No,No,,"Salesforce Developer, Azure Developer Associate",Senior Software Engineer,MYR,7051,14102,0,15,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Learning and Development, Optical allowance","Kotlin, Java, SQL, Javascript, Typescript, VueJS, Angular, Docker","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",51-200 employees,51 - 200 people,,6,6.5,3,2800,
26/07/2021 21:02:05,Male,24,Malaysian,Malaysia,Selangor,KLang,Undergraduate Degree,Bachelor of Mechatronics Engineering,Universiti Malaysia Pahang,Yes,No,No,,,AI / Full Stack Engineer,MYR,3800,0,0,8,"Health Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Transport Allowance","AWS, Azure, Elastic, Python. ",KLang,"Industrials (Manufacturing, Construction, etc.)",11-50 employees,2 - 10 people,,5,1,2,1300,
26/07/2021 21:02:05,Male,25,Malaysian,Malaysia,Sarawak,Kuching,Undergraduate Degree,Bachelor honors computational science,Unimas,Yes,No,No,,,Engineering Technology Coordinator,MYR,2000,0,0,14,"Health Insurance, Sick Time (Unlimited)",Documentation and website development,Sarawak kuching,Government and Government Linked Companies (GLC),11-50 employees,2 - 10 people,Socoe,3,1 year,32,2000,
26/07/2021 21:02:50,Male,34,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,BSc. Computer Graphic And Multimedia Software,Universiti Teknologi Malaysia,Yes,No,No,,,Senior Software Engineer,MYR,7200,0,N/A,14,"Health Insurance, Sick Time (Unlimited), Free Breakfast, Free Snacks, Free Drinks, Transport Allowance, Company Laptop","Java, Spring-boot","Kuala Lumpur, Malaysia",Healthcare,">10,000employees",11 - 50 people,,3,9,3,2500,
26/07/2021 21:02:54,Male,25,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Bachelor of Software Engineering,Asia Pacific University,Yes,No,No,,,Backend Engineer,MYR,8800,0,0,20,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Phone Bill Reimbursement","Typescript, Reactjs, Nodejs, MongoDB","Selangor, Malaysia",Financial Services,201-1000 employees,51 - 200 people,,8,3,3,3200,
26/07/2021 21:02:59,Female,25,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Bachelor of Software Engineering,KDU University College,Yes,No,No,,,Software Engineer ,MYR,4437,6000,,14,"Health Insurance, Maternity Leave, Remote Work, Company Laptop",C# ,Kuala Lumpur,Entertainment,201-1000 employees,11 - 50 people,,7,2,1,3600,
26/07/2021 21:03:58,Other,21,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor's of Computer Science,,Yes,No,No,,,Frontend Engineer,MYR,27000,0,0,0,N/A,Javascript,"Berlin, Germany",Retail / ecommerce,11-50 employees,11 - 50 people,,8,1,2,5500,
26/07/2021 21:04:27,Male,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,Monash University,Yes,No,No,,,Software Developer,MYR,6000,0,0,10,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Company Laptop","Nestjs,Vuejs,Google Cloud,PostgreSQL",Kuala Lumpur,Agency,51-200 employees,11 - 50 people,,7,2,2,5000,
26/07/2021 21:04:28,Male,28,Malaysian,Singapore,,Singapore,Undergraduate Degree,Bachelor of Computer Science,USM,Yes,No,No,,,Senior Application Consultant,SGD,6100,15000,0,18,"Health Insurance, Maternity Leave, Paternity Leave, Gym/Wellness Reimbursement, Employee Discount, Company Laptop","C#, SQL Server",Singapore,Government and Government Linked Companies (GLC),"1,001-10,000 employees",11 - 50 people,,8,5,0,4400,
26/07/2021 21:05:55,Male,24,Malaysian,Malaysia,Penang,Bayan Lepas,Undergraduate Degree, Bachelor of Computer Science,Monash University,Yes,No,No,,,Data Engineer,MYR,4750,7125,0,12,"Health Insurance, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Free Snacks, Free Drinks, Remote Work","PHP, MySQL, PowerBI","Penang, Malaysia","Data Infrastructure, Telecom",51-200 employees,2 - 10 people,,7,2,1,3500,
26/07/2021 21:06:57,Male,25,Malaysian,Malaysia,Sabah,Kota Kinabalu,Undergraduate Degree,Bachelor of Software Engineering,Xiamen University Malaysia,Yes,No,No,,,Software engineer,MYR,4100,0,0,14,"Health Insurance, Maternity Leave, Remote Work",".NET, .NET Core, Redis, Azure DevOps, MSSQL",Kuala Lumpur,Business,201-1000 employees,11 - 50 people,,8,1.25,0,3500,
26/07/2021 21:08:19,Male,23,Malaysian,Malaysia,Negeri Sembilan,Seremban,Undergraduate Degree,BSc (Hons) Information Systems (Business Analytics),Sunway University,Yes,Yes,No,Next Academy Web Development BootCamp,,Data Analytics Associate,MYR,5100,0,0,15,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement, Relocation Bonus, Employee Referral Program (3k bonus)",SQL & Python,"Kuala Lumpur, Malaysia",Retail / ecommerce,">10,000employees",51 - 200 people,Shopee Malaysia,8,"0.67 years (8 months, intern)",1,1000,
26/07/2021 21:08:54,Male,37,Malaysian,Malaysia,Selangor,Cyberjaya ,Undergraduate Degree,Bachelor of Mathematics ,Universiti Sains Malaysia ,No,No,No,,,Technical Lead,MYR,8190,0,0,18,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Learning and Development",Django,"Kuala Lumpur, Malaysia ",Information Security ,51-200 employees,2 - 10 people,,7,14,7,2100,
26/07/2021 21:09:05,Male,26,Malaysian,Malaysia,Selangor,Sungai Buloh,Undergraduate Degree,Bachelor of Computer Science,Monash University,Yes,No,No,,,Data Engineer,MYR,5016,5016,0,21,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development","python, mysql, mssql, shell",Kuala Lumpur,Business,201-1000 employees,11 - 50 people,,7,4,1,3200,
